5098199a4a1c905a14003721,Yomato,YMT,64 Fulton Street Fl 2,"64,FLTN,FL,2",64 Fulton Street Fl 2,NY,10038,,,-1,0,0,0,"40.7086991,-74.0053675",,
4fdb763de0795a6846ed3897,Yomato,YMT,64 Fulton St,"64,FLTN",64 Fulton St,,10038,,,-1,0,0,0,"40.708789,-74.005057",,
4fdb784fe0795a6846f04979,Yolato,YLT,120 MacDougal St,"120,MKTK",120 MacDougal St,,10012,,http://yolato.com/,-1,0,0,0,undefined,,
4fdb7732e0795a6846ee9e3a,Yokohama,YKHM,174 Bleecker St,"174,BLKR",174 Bleecker St,,10012,,,-1,0,0,0,"40.728887,-74.000624",,
4fdb7edce0795a6846facaf5,Yogurtland,YKRTLNT,267 Bleecker St,"267,BLKR",267 Bleecker St,,10014,,,-1,0,0,0,"40.73142,-74.003101",,
4fdb7da7e0795a6846f8a993,Yogurt Mania,"YKRT,MN",63 W 14th St,"63,140",63 W 14th St,,10011,,,-1,0,0,0,"40.736862,-73.995656",,
50981ad14a1c905a1400ae44,Yogurt City,"YKRT,ST",18 E Broadway,"18,BRTW",18 E Broadway,NY,10002,,,-1,0,0,0,undefined,,
50981a774a1c905a14006e61,Yogurt City,"YKRT,ST",18 E Broadway,"18,BRTW",18 E Broadway,NY,10002,,,-1,0,0,0,undefined,,
4fdb771de0795a6846ee7c8a,Yogee Restaurant,YJ,85 Chrystie St,"85,SHRST",85 Chrystie St,,10002,,http://www.menupages.com/restaurantdetails.asp?areaid=0&restaurantid=2618&neighborhoodid=0&cuisineid=46,5,1,3,0,"40.717471,-73.99418",,
4fdb7a2ae0795a6846f2ec35,Yofat Char Restaurant,"YFT,SHR",210 W 14th St,"210,140",210 W 14th St,,10011,,,-1,0,0,0,"40.738675,-73.999903",,
4fdb77f0e0795a6846efb59d,Yips Restaurants,"YP,RSTR",18 Beaver St,"18,BFR",18 Beaver St,,10004,,,-1,0,0,0,"40.70499,-74.01236",,
5098199f4a1c905a14003913,Yips Restaurant,YP,18 Beaver St,"18,BFR",18 Beaver St,NY,10004,,,-1,0,0,0,"40.7048,-74.0123909",,
5098199e4a1c905a140038bf,Yip's Restaurants,"YP,RSTR",62 William St,"62,WLM",62 William St,NY,10005,,,-1,0,0,0,"40.7072681,-74.0087092",,
4fdb7566e0795a6846ebf7f5,Yip's Restaurant,YP,62 William St,"62,WLM",62 William St,,10005,,,-1,0,0,0,"40.707185,-74.008785",,
5098199d4a1c905a1400384b,Yip's,YP,136 William St,"136,WLM",136 William St,NY,10038,,,3,1,15,8,"40.709236,-74.006427",,
5098198a4a1c905a14003439,Yip's,YP,136 William St,"136,WLM",136 William St,NY,10038,,,-1,0,7,5,undefined,,
4fdb78a0e0795a6846f0bcae,Yip Harburg Foundation,"YP,HRBRK,FNTT",636 Broadway,"636,BRTW",636 Broadway,,10012,,,-1,0,0,0,"40.726344,-73.995999",,
4fdb762be0795a6846ed1d7a,Yip Harburg Foundation,"YP,HRBRK,FNTT",270 Lafayette St,"270,LFYT",270 Lafayette St,,10012,,http://yipharburg.com/,-1,0,0,0,undefined,,
509819cf4a1c905a140044c4,Yip Enterprise Incorporated,"YP,ENTRPRS,INKRPRTT",17 Ann St,"17,AN",17 Ann St,NY,10038,,,-1,0,0,0,"-74.007806,-74.007806",,
509819a94a1c905a14003b80,Ying Qian Fuzhou Restaurant,"YNK,KN,FSH",68 Forsyth Street,"68,FRS0",68 Forsyth Street,NY,10002,,,4,1,1,2,"40.716948,-73.993244",,
509819c34a1c905a140040ec,Yik Kong Co,"YK,KNK",36 Ludlow St,"36,LTL",36 Ludlow St,NY,10002,,,-1,0,0,0,"-73.990173,-73.990173",,
4fdb7b83e0795a6846f4f30c,Yi Mei Gourmet Food Inc.,"Y,M,KRMT,FT",51 Division St,"51,TFKSN",51 Division St,,10002,,,2.5,1,6,9,"40.714113,-73.994873",,
509819a64a1c905a14003a1a,Yi Hao Chinese Restaurant,"Y,H,SHNS",1 E Broadway,"1,BRTW",1 E Broadway,NY,10038,,,2.5,1,3,4,"40.71335,-73.997882",,
4fdb781ee0795a6846effdf8,Yi Ding Hao Dumpling,"Y,TNK,H,TMPL",143 Division St,"143,TFKSN",143 Division St,,10002,,,4,1,5,6,"40.714477,-73.991543",,
4fdb7940e0795a6846f1aa64,Yi Cheng Trading,"Y,SHNK,TRT",170 Forsyth St,"170,FRS0",170 Forsyth St,,10002,,,-1,0,0,0,"40.721124,-73.991457",,
509819f04a1c905a14004c58,Yi Cheng Inc,"Y,SHNK",168 Forsyth St # 170,"168,FRS0,170",168 Forsyth St # 170,NY,10002,,,-1,0,0,0,"-73.991282,-73.991282",,
4fdb7575e0795a6846ec0e7c,Yerbabuena,YRBBN,23 Avenue A,"23,A",23 Avenue A,,10009,,http://www.ybnyc.com/,4,1,50,0,"40.722958,-73.98579",,
509819c44a1c905a14004154,Yerba Buena Perry,"YRB,BN,PR",1 Perry St,"1,PR",1 Perry St,NY,10014,,www.yerbabuenanyc.com,4.333333333333333,3,48,18,"40.7359319,-74.0008",,
509819b34a1c905a14003efc,Yerba Buena,"YRB,BN",23 Ave ASte A,"23,AST,A",23 Ave ASte A,NY,10009,,,-1,0,0,0,"40.722951,-73.986078",,
509819c14a1c905a14004032,Yelp,YLP,104 5th Ave # 4,"104,50,4",104 5th Ave # 4,NY,10011,,,-1,0,0,0,"-73.996505,-73.996505",,
50981a3e4a1c905a14005efb,Yee Sing Hing Corp,"Y,SNK,HNK",50 Allen St,"50,ALN",50 Allen St,NY,10002,,,-1,0,0,0,"-73.991557,-73.991557",,
509819f64a1c905a14004e76,Ye Waverly Inn,"Y,WFRL,IN",16 Bank St # A,"16,BNK,A",16 Bank St # A,NY,10014,,,-1,0,0,0,"-74.002229,-74.002229",,
50981a784a1c905a14006ee3,Yaya Tea Garden,"YY,T,KRTN",51 Chrystie St,"51,SHRST",51 Chrystie St,NY,10002,,,-1,0,0,0,undefined,,
